user_id;registration_date;payment_date;revenue;payment_service_id;payment_provider;place;country;product_id
114400365;05.11.2017 3:05;07.11.2017 22:18;6292;147;Деньги от Payment Ninja;PopularUserBlockDialog;ES;pn..sub.vip.month.5
114415689;05.11.2017 19:37;05.11.2017 23:23;3783;67;Деньги от Payment Ninja;Menu;US;pn.likes.100.3
114400123;05.11.2017 2:37;10.11.2017 1:52;1469;19;Деньги от Ninja;sympathy_access;IT;
114301797;30.10.2017 0:57;09.11.2017 2:21;6292;147;Деньги от Payment Ninja;PopularUserBlockDialog;GB;pn..sub.vip.month.5
114491856;09.11.2017 22:48;11.11.2017 18:22;3926;19;Деньги от Google Play;EmptyLikes;AR;com.topface.topface.coins.40.5
114192793;23.10.2017 11:34;26.10.2017 17:08;5369;146;Деньги от Google Play;EmptyLikes;US;com.topface.topface.sub.coins.month.100.10
114356643;02.11.2017 15:07;02.11.2017 17:16;2418;67;Деньги от Google Play;Gifts;CL;com.topface.topface.likes.100.3
114464286;08.11.2017 6:54;10.11.2017 19:20;12727;147;Деньги от Google Play;TrialVipPopup;GB;com.topface.topface.sub.trial.vip.month.13
114154185;21.10.2017 1:14;28.10.2017 3:14;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114048871;14.10.2017 13:05;02.11.2017 2:12;12610;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.100.10
91210310;19.01.2015 11:49;14.12.2016 17:35;637;0;Деньги от Ninja;REFUND Деньги от Ninja;RU;
114437929;06.11.2017 19:19;06.11.2017 19:32;6292;147;Деньги от Payment Ninja;AutoReplyMessage;AE;pn..sub.vip.month.5
114067210;15.10.2017 15:04;14.11.2017 16:50;6292;147;Деньги от Payment Ninja;LeftMenu;GB;pn..sub.vip.month.5
114286943;29.10.2017 10:54;03.11.2017 0:05;6292;147;Деньги от Payment Ninja;promo.key31;AR;pn..sub.vip.month.5
114126498;19.10.2017 4:18;19.10.2017 4:39;6292;147;Деньги от Payment Ninja;AutoReplyMessage;AR;pn..sub.vip.month.5
114180418;22.10.2017 16:41;29.10.2017 18:45;9815;147;Деньги от Google Play;TrialVipPopup;CA;com.topface.topface.sub.trial.vip.month.10.v2
114067210;15.10.2017 15:04;27.10.2017 22:06;6305;19;Деньги от Payment Ninja;autorefill;GB;pn.coins.40.5
114165490;21.10.2017 18:32;24.10.2017 6:32;5512;147;Деньги от Google Play;promo.key31;IL;com.topface.topface.sub.vip.month.5
114112424;18.10.2017 6:08;19.10.2017 5:15;1261;19;Деньги от Payment Ninja;EmptyLikes;PT;pn.coins.6.1
114464452;08.11.2017 7:19;15.11.2017 9:19;10517;147;Деньги от Google Play;TrialVipPopup;AR;com.topface.topface.sub.trial.vip.month.10.v2
114176933;22.10.2017 12:02;29.10.2017 14:06;12727;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.trial.vip.month.13
114166112;21.10.2017 19:11;22.10.2017 1:11;3783;67;Деньги от Payment Ninja;EmptyLikes;GB;pn.likes.100.3
114143067;20.10.2017 9:21;20.10.2017 12:05;6435;147;Деньги от Google Play;AutoReplyMessage;FR;com.topface.topface.sub.vip.month.5
114121192;18.10.2017 19:55;18.10.2017 20:56;6292;147;Деньги от Payment Ninja;LeftMenu;FR;pn..sub.vip.month.5
114166112;21.10.2017 19:11;12.11.2017 14:30;6305;19;Деньги от Payment Ninja;EmptyLikes;GB;pn.coins.40.5
114150378;20.10.2017 20:09;26.10.2017 14:05;6292;147;Деньги от Payment Ninja;promo.key31;CA;pn..sub.vip.month.5
114351058;02.11.2017 4:04;09.11.2017 6:04;16432;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.13
114437929;06.11.2017 19:19;06.11.2017 19:44;3783;67;Деньги от Payment Ninja;AdToPhotoBlog;AE;pn.likes.100.3
114112424;18.10.2017 6:08;19.10.2017 5:09;6292;147;Деньги от Payment Ninja;promo.key31;PT;pn..sub.vip.month.5
114297175;29.10.2017 20:43;31.10.2017 9:24;2418;19;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.coins.22
114067210;15.10.2017 15:04;26.10.2017 1:53;6305;19;Деньги от Payment Ninja;autorefill;GB;pn.coins.40.5
114423769;06.11.2017 2:02;11.11.2017 8:35;1261;19;Деньги от Payment Ninja;autorefill;US;pn.coins.6.1
114096671;17.10.2017 3:36;26.10.2017 16:46;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114143714;20.10.2017 10:32;01.11.2017 4:10;2834;19;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.coins.30
114413614;05.11.2017 18:10;05.11.2017 20:48;3783;67;Деньги от Payment Ninja;Fans;CL;pn.likes.100.3
114077995;16.10.2017 1:38;16.10.2017 22:39;19773;146;Деньги от Google Play;Menu;IT;com.topface.topface.sub.coins.month.300.20
114395140;04.11.2017 21:02;04.11.2017 21:05;2314;67;Деньги от Google Play;EmptyLikes;FR;com.topface.topface.likes.100.3
114150378;20.10.2017 20:09;06.11.2017 13:39;6305;19;Деньги от Payment Ninja;autorefill;CA;pn.coins.40.5
114267357;28.10.2017 4:24;12.11.2017 21:24;7852;146;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.sub.coins.month.100.10
114413614;05.11.2017 18:10;05.11.2017 20:36;12610;19;Деньги от Payment Ninja;EmptyLikes;CL;pn.coins.100.10
114282013;29.10.2017 2:50;14.11.2017 4:08;897;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.6.1
114067210;15.10.2017 15:04;21.10.2017 19:34;6305;19;Деньги от Payment Ninja;Menu;GB;pn.coins.40.5
114304700;30.10.2017 6:17;09.11.2017 12:45;728;146;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.sub.coins.month.6.1
114143067;20.10.2017 9:21;20.10.2017 9:48;3965;146;Деньги от Google Play;EmptyLikes;FR;com.topface.topface.sub.coins.month.40.5
114366967;03.11.2017 7:08;04.11.2017 8:08;3783;67;Деньги от Payment Ninja;Menu;US;pn.likes.100.3
114210220;24.10.2017 14:17;26.10.2017 20:29;6305;19;Деньги от Payment Ninja;autorefill;CA;pn.coins.40.5
114077995;16.10.2017 1:38;16.10.2017 2:08;31525;19;Деньги от Payment Ninja;Gifts;IT;pn.coins.300.25
114450619;07.11.2017 12:33;07.11.2017 12:47;6292;0;Деньги от Payment Ninja;AutoReplyMessage;US;pn..sub.vip.month.5
114131679;19.10.2017 14:53;19.10.2017 16:40;6539;147;Деньги от Google Play;LeftMenu;IT;com.topface.topface.sub.vip.month.5
114206990;24.10.2017 9:04;31.10.2017 12:48;9854;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114058257;15.10.2017 0:34;21.10.2017 13:09;1807;68;Деньги от PaymentWall (mobile);none;IT;com.topface.topface.buy.sms.vip.day.10
114126498;19.10.2017 4:18;19.10.2017 18:24;6305;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.40.5
114077995;16.10.2017 1:38;16.10.2017 13:10;63037;147;Деньги от Payment Ninja;no_symphaties_no_vip_stub;IT;pn.sub.vip.year.50
114437929;06.11.2017 19:19;10.11.2017 20:47;1261;19;Деньги от Payment Ninja;EmptyLikes;AE;pn.coins.6.1
114081568;16.10.2017 8:49;23.10.2017 14:13;13130;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114173536;22.10.2017 5:44;29.10.2017 7:44;10153;147;Деньги от Google Play;TrialVipPopup;AE;com.topface.topface.sub.trial.vip.month.10.v2
114333294;31.10.2017 22:17;08.11.2017 0:41;10569;147;Деньги от Google Play;TrialVipPopup;AR;com.topface.topface.sub.trial.vip.month.10.v2
114286943;29.10.2017 10:54;14.11.2017 3:33;1261;19;Деньги от Payment Ninja;autorefill;AR;pn.coins.6.1
114077995;16.10.2017 1:38;16.10.2017 2:08;1261;19;Деньги от Payment Ninja;Gifts;IT;pn.coins.6.1
114238774;26.10.2017 10:02;02.11.2017 12:15;10153;147;Деньги от Google Play;TrialVipPopup;AE;com.topface.topface.sub.trial.vip.month.10.v2
114130643;19.10.2017 13:19;19.10.2017 22:08;4706;147;Деньги от Google Play;promo.key31;IN;com.topface.topface.sub.vip.month.5
114282013;29.10.2017 2:50;14.11.2017 22:03;897;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.6.1
114192793;23.10.2017 11:34;25.10.2017 15:08;5395;146;Деньги от Google Play;EmptyLikes;US;com.topface.topface.sub.coins.month.100.10
114286943;29.10.2017 10:54;15.11.2017 3:41;1261;19;Деньги от Payment Ninja;autorefill;AR;pn.coins.6.1
114404474;05.11.2017 10:08;05.11.2017 19:15;4602;146;Деньги от Google Play;Menu;IL;com.topface.topface.sub.coins.month.40.5
114155327;21.10.2017 3:28;23.10.2017 22:32;741;146;Деньги от Google Play;EmptyLikes;FR;com.topface.topface.sub.coins.month.6.1
114404474;05.11.2017 10:08;05.11.2017 10:40;5486;147;Деньги от Google Play;Dating;IL;com.topface.topface.sub.vip.month.5
114080651;16.10.2017 7:01;16.10.2017 7:19;3601;147;Деньги от Google Play;AutoReplyMessage;DE;com.topface.topface.sub.vip.month.5
114404474;05.11.2017 10:08;11.11.2017 20:36;4563;19;Деньги от Google Play;Menu;IL;com.topface.topface.coins.40.5
114368494;03.11.2017 10:08;10.11.2017 12:08;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114328093;31.10.2017 16:30;07.11.2017 19:13;16536;147;Деньги от Google Play;none;ES;com.topface.topface.sub.trial.vip.month.13
114276508;28.10.2017 19:23;31.10.2017 21:33;6292;147;Деньги от Payment Ninja;promo.key31;IL;pn..sub.vip.month.5
114077031;16.10.2017 0:21;16.10.2017 0:51;6292;147;Деньги от Payment Ninja;SendMessage;US;pn..sub.vip.month.5
114093092;16.10.2017 22:33;16.10.2017 22:45;2977;68;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.vip.day.10
114421560;05.11.2017 23:52;06.11.2017 23:24;1261;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.6.1
114077995;16.10.2017 1:38;17.10.2017 2:23;31525;19;Деньги от Payment Ninja;Menu;IT;pn.coins.300.25
114338176;01.11.2017 8:26;08.11.2017 10:38;12727;147;Деньги от Google Play;AutoReplyMessage;US;com.topface.topface.sub.trial.vip.month.13
114062619;15.10.2017 9:11;15.10.2017 9:23;4732;147;Деньги от Google Play;LeftMenu;US;com.topface.topface.sub.vip.month.5
114077995;16.10.2017 1:38;16.10.2017 1:44;3783;67;Деньги от Payment Ninja;Menu;IT;pn.likes.100.3
114267357;28.10.2017 4:24;12.11.2017 21:23;2327;67;Деньги от Google Play;EmptyLikes;IT;com.topface.topface.likes.100.3
114178407;22.10.2017 14:04;26.10.2017 14:54;3614;19;Деньги от PaymentWall (mobile);none;US;com.topface.topface.buy.sms.coins.30
114154999;21.10.2017 2:51;22.10.2017 23:00;6305;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.40.5
114119977;18.10.2017 18:30;01.11.2017 4:38;1261;19;Деньги от Payment Ninja;EmptyLikes;FR;pn.coins.6.1
114396360;04.11.2017 22:06;12.11.2017 0:14;12727;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.trial.vip.month.13
114117143;18.10.2017 14:41;18.10.2017 16:05;1261;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.6.1
114119977;18.10.2017 18:30;22.10.2017 4:49;1261;19;Деньги от Payment Ninja;EmptyLikes;FR;pn.coins.6.1
114371728;03.11.2017 14:48;11.11.2017 17:21;6305;19;Деньги от Payment Ninja;Gifts;IT;pn.coins.40.5
114253737;27.10.2017 8:43;28.10.2017 12:06;6422;147;Деньги от Google Play;AutoReplyMessage;IT;com.topface.topface.sub.vip.month.5
114426369;06.11.2017 6:09;09.11.2017 8:04;6305;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.40.5
114367185;03.11.2017 7:36;10.11.2017 9:56;9919;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114400800;05.11.2017 3:55;05.11.2017 10:25;6292;147;Деньги от Payment Ninja;PopularUserChatBlock;US;pn..sub.vip.month.5
114160245;21.10.2017 12:12;22.10.2017 13:05;2444;68;Деньги от PaymentWall (mobile);none;US;com.topface.topface.buy.sms.vip.day.10
114157225;21.10.2017 7:36;28.10.2017 12:23;12766;147;Деньги от Google Play;TrialVipPopup;BE;com.topface.topface.sub.trial.vip.month.10.v2
114178407;22.10.2017 14:04;26.10.2017 14:56;3614;68;Деньги от PaymentWall (mobile);none;US;com.topface.topface.buy.sms.vip.day.10
114438606;06.11.2017 19:56;08.11.2017 4:29;6292;147;Деньги от Payment Ninja;PopularUserBlockDialog;AR;pn..sub.vip.month.5
114165490;21.10.2017 18:32;24.10.2017 19:30;2756;67;Деньги от Google Play;EmptyLikes;IL;com.topface.topface.likes.100.3
114286943;29.10.2017 10:54;10.11.2017 13:14;1261;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.6.1
114139812;20.10.2017 1:42;25.10.2017 16:50;4537;147;Деньги от Google Play;promo.key31;US;com.topface.topface.sub.vip.month.5
114155327;21.10.2017 3:28;23.10.2017 22:35;923;19;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.coins.8
114267357;28.10.2017 4:24;08.11.2017 0:32;6422;147;Деньги от Google Play;LeftMenu;IT;com.topface.topface.sub.vip.month.5
114162927;21.10.2017 15:38;22.10.2017 4:32;4537;147;Деньги от Google Play;LeftMenu;US;com.topface.topface.sub.vip.month.5
114148978;20.10.2017 18:20;05.11.2017 13:43;3042;68;Деньги от PaymentWall (mobile);none;BE;com.topface.topface.buy.sms.vip.day.10
114452222;07.11.2017 14:38;10.11.2017 11:30;4602;146;Деньги от Google Play;EmptyLikes;AE;com.topface.topface.sub.coins.month.40.5
114175165;22.10.2017 9:21;24.10.2017 3:35;4602;146;Деньги от Google Play;Gifts;US;com.topface.topface.sub.coins.month.40.5
114166112;21.10.2017 19:11;23.10.2017 13:48;6305;19;Деньги от Payment Ninja;autorefill;GB;pn.coins.40.5
114335355;01.11.2017 1:06;08.11.2017 3:06;12636;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.10.v2
114210220;24.10.2017 14:17;31.10.2017 16:47;12688;147;Деньги от Google Play;SendMessage;CA;com.topface.topface.sub.trial.vip.month.13
114077995;16.10.2017 1:38;16.10.2017 1:58;3783;67;Деньги от Payment Ninja;EmptyAdmirations;IT;pn.likes.100.3
114297581;29.10.2017 21:04;05.11.2017 23:04;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114400123;05.11.2017 2:37;10.11.2017 1:52;1469;127;Деньги от Ninja;coinsPopupFrom51-1;IT;
114166112;21.10.2017 19:11;08.11.2017 1:47;6305;19;Деньги от Payment Ninja;EmptyLikes;GB;pn.coins.40.5
114442681;06.11.2017 23:39;06.11.2017 23:49;6292;147;Деньги от Payment Ninja;AutoReplyMessage;GB;pn..sub.vip.month.5
114276051;28.10.2017 18:50;13.11.2017 5:34;1261;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.6.1
114268645;28.10.2017 7:44;28.10.2017 19:45;13481;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.13
