user_id;registration_date;payment_date;revenue;payment_service_id;payment_provider;place;country;product_id
114078506;16.10.2017 2:27;22.10.2017 1:42;6578;147;Деньги от Google Play;promo.key31;PT;com.topface.topface.sub.vip.month.5
114314087;30.10.2017 19:29;13.11.2017 21:13;1261;19;Деньги от Payment Ninja;EmptyLikes;IT;pn.coins.6.1
114310295;30.10.2017 15:22;30.10.2017 15:57;1261;19;Деньги от Payment Ninja;autorefill;ES;pn.coins.6.1
114281696;29.10.2017 2:08;03.11.2017 1:17;6305;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.40.5
114306782;30.10.2017 10:14;31.10.2017 20:12;6305;19;Деньги от Payment Ninja;EmptyLikes;IL;pn.coins.40.5
114067716;15.10.2017 15:38;15.10.2017 16:00;4797;147;Деньги от Google Play;AutoReplyMessage;CH;com.topface.topface.sub.vip.month.5
114435985;06.11.2017 17:33;07.11.2017 19:55;5278;147;Деньги от Google Play;PopularUserBlockDialog;AR;com.topface.topface.sub.vip.month.5
114310295;30.10.2017 15:22;30.10.2017 16:08;1261;19;Деньги от Payment Ninja;autorefill;ES;pn.coins.6.1
114310295;30.10.2017 15:22;30.10.2017 15:53;1261;19;Деньги от Payment Ninja;Gifts;ES;pn.coins.6.1
114077737;16.10.2017 1:15;24.10.2017 12:49;6461;147;Деньги от Google Play;promo.key31;BE;com.topface.topface.sub.vip.month.5
114485209;09.11.2017 15:59;12.11.2017 12:59;6305;19;Деньги от Payment Ninja;Menu;US;pn.coins.40.5
114235098;26.10.2017 1:40;29.10.2017 14:14;6292;147;Деньги от Payment Ninja;promo.key31;IT;pn..sub.vip.month.5
114146584;20.10.2017 14:49;15.11.2017 2:15;6305;19;Деньги от Payment Ninja;autorefill;AR;pn.coins.40.5
114185582;22.10.2017 22:18;22.10.2017 22:58;1261;19;Деньги от Payment Ninja;EmptyLikes;US;pn.coins.6.1
114098500;17.10.2017 8:13;20.10.2017 1:51;1859;19;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.coins.22
114301180;30.10.2017 0:21;01.11.2017 22:36;6279;147;Деньги от Google Play;LeftMenu;DE;com.topface.topface.sub.vip.month.5
114420356;05.11.2017 22:51;06.11.2017 16:39;6292;147;Деньги от Payment Ninja;Dating;AE;pn..sub.vip.month.5
114297403;29.10.2017 20:53;31.10.2017 6:44;6305;19;Деньги от Payment Ninja;EmptyLikes;IT;pn.coins.40.5
114411413;05.11.2017 16:32;09.11.2017 15:34;728;19;Деньги от Google Play;EmptyLikes;FR;com.topface.topface.coins.6.1
114210274;24.10.2017 14:22;27.10.2017 22:22;2015;19;Деньги от PaymentWall (mobile);none;PT;com.topface.topface.buy.sms.coins.30
114259540;27.10.2017 17:03;04.11.2017 21:23;728;146;Деньги от Google Play;Gifts;IT;com.topface.topface.sub.coins.month.6.1
114096423;17.10.2017 2:58;20.10.2017 20:07;4550;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.40.5
114228012;25.10.2017 16:55;25.10.2017 16:59;6461;147;Деньги от Google Play;AutoReplyMessage;US;com.topface.topface.sub.vip.month.5
114070074;15.10.2017 17:58;23.10.2017 13:44;12727;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.trial.vip.month.13
114084303;16.10.2017 12:51;22.10.2017 9:40;6292;147;Деньги от Payment Ninja;promo.key31;BE;pn..sub.vip.month.5
114163204;21.10.2017 15:56;28.10.2017 17:58;9945;147;Деньги от Google Play;TrialVipPopup;CL;com.topface.topface.sub.trial.vip.month.10.v2
114146584;20.10.2017 14:49;31.10.2017 15:46;10673;147;Деньги от Google Play;TrialVipPopup;AR;com.topface.topface.sub.trial.vip.month.10.v2
114044118;14.10.2017 2:54;14.10.2017 16:50;897;19;Деньги от Google Play;EmptyLikes;US;com.topface.topface.coins.6.1
114371766;03.11.2017 14:51;04.11.2017 20:12;2925;67;Деньги от PaymentWall (mobile);none;FR;com.topface.topface.buy.sms.likes.1
114311951;30.10.2017 17:15;06.11.2017 19:36;9087;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.10.v2
114497606;10.11.2017 8:23;14.11.2017 21:44;2327;67;Деньги от Google Play;EmptyLikes;US;com.topface.topface.likes.100.3
114302638;30.10.2017 1:55;06.11.2017 3:55;12831;147;Деньги от Google Play;TrialVipPopup;CA;com.topface.topface.sub.trial.vip.month.13
114221941;25.10.2017 7:59;26.10.2017 16:38;1482;19;Деньги от Ninja;sympathy_access;IT;
114307696;30.10.2017 11:50;30.10.2017 12:23;5265;147;Деньги от Google Play;LeftMenu;AR;com.topface.topface.sub.vip.month.5
114131032;19.10.2017 13:55;21.10.2017 20:07;897;146;Деньги от Google Play;EmptyLikes;US;com.topface.topface.sub.coins.month.6.1
114125688;19.10.2017 1:58;19.10.2017 2:32;7982;147;Деньги от Google Play;AutoReplyMessage;US;com.topface.topface.sub.vip.month.10
114044118;14.10.2017 2:54;14.11.2017 4:57;4537;147;Деньги от Google Play;Dating;US;com.topface.topface.sub.vip.month.5
114142687;20.10.2017 8:38;23.10.2017 13:54;5161;147;Деньги от Google Play;promo.key31;GB;com.topface.topface.sub.vip.month.5
114077114;16.10.2017 0:27;10.11.2017 21:26;12714;147;Деньги от Google Play;TrialVipPopup;FR;com.topface.topface.sub.trial.vip.month.10.v2
114279782;28.10.2017 23:18;05.11.2017 1:18;12727;147;Деньги от Google Play;TrialVipPopup;US;com.topface.topface.sub.trial.vip.month.13
114477086;09.11.2017 2:17;13.11.2017 21:55;10413;68;Деньги от PaymentWall (mobile);none;AR;com.topface.topface.buy.vip.day.20
114235098;26.10.2017 1:40;30.10.2017 9:06;1261;19;Деньги от Payment Ninja;autorefill;IT;pn.coins.6.1
114114115;18.10.2017 9:55;22.10.2017 7:52;6305;19;Деньги от Payment Ninja;EmptyLikes;AR;pn.coins.40.5
114206206;24.10.2017 7:25;24.10.2017 23:52;3783;67;Деньги от Payment Ninja;EmptyLikes;CL;pn.likes.100.3
